symbol,name,market,trade_date,close,pct_chg,ma5,ma10,ma20,signals,score,reason
002448,中原内配,0,20260302,16.58,-1.661,16.642,15.853,14.712,强势回调买,3.0882,强势回调买
688350,富淼科技,1,20260302,32.9,-4.138,33.024,32.486,30.379,强势回调买,3.0874,强势回调买
002248,华东数控,0,20260302,14.27,-3.97,14.324,13.712,12.9395,强势回调买,3.0869,强势回调买
002283,天润工业,0,20260302,10.63,-4.578,10.59,9.581,8.532,强势回调买,3.0867,强势回调买
301566,达利凯普,0,20260302,25.99,-3.239,26.09,24.104,22.799,强势回调买,3.085,强势回调买
001258,立新能源,0,20260302,7.99,-0.498,7.938,7.773,7.7125,强势回调买,3.0839,强势回调买
688268,华特气体,1,20260302,68.89,-1.219,69.158,66.863,65.5925,强势回调买,3.0837,强势回调买
688319,欧林生物,1,20260302,27.4,-0.364,27.294,26.345,25.403,强势回调买,3.0835,强势回调买
300218,安利股份,0,20260302,17.23,-3.148,17.614,17.219,17.006,支撑确认买,3.0825,支撑确认买
688231,隆达股份,1,20260302,35.38,-5.754,35.242,32.982,31.778,强势回调买,3.0825,强势回调买
600980,北矿科技,1,20260302,26.39,-2.259,26.494,25.834,25.1795,强势回调买,3.0822,强势回调买
603058,永吉股份,1,20260302,13.1,-0.38,13.048,13.012,12.1055,强势回调买,3.0804,强势回调买
301210,金杨精密,0,20260302,40.76,-1.308,40.924,40.531,39.0525,强势回调买,3.0798,强势回调买
300726,宏达电子,0,20260302,52.7,-1.477,53.06,51.114,50.877,强势回调买,3.0798,强势回调买
601009,南京银行,1,20260302,11.32,0.622,11.214,11.274,10.9705,强势回调买,3.0793,强势回调买
300958,建工修复,0,20260302,14.05,-2.97,14.466,14.318,14.009,支撑确认买,3.0788,支撑确认买
300410,正业科技,0,20260302,9.08,-3.915,9.294,9.127,8.976,支撑确认买,3.0775,支撑确认买
000712,锦龙股份,0,20260302,12.49,-3.627,12.874,12.808,12.4725,支撑确认买,3.0771,支撑确认买
603638,艾迪精密,1,20260302,23.82,-1.935,24.354,24.448,23.504,支撑确认买,3.0733,支撑确认买
002357,富临运业,0,20260302,15.41,-4.226,15.476,15.05,14.074,强势回调买,3.0721,强势回调买
300983,尤安设计,0,20260302,27.86,0.216,27.74,27.388,26.5345,强势回调买,3.0702,强势回调买
600116,三峡水利,1,20260302,6.91,0.0,6.824,6.706,6.7245,强势回调买,3.0702,强势回调买
688090,瑞松科技,1,20260302,55.92,-1.549,55.672,55.206,52.388,强势回调买,3.0664,强势回调买
600080,金花股份,1,20260302,8.83,-3.603,8.87,8.572,8.227,强势回调买,3.0647,强势回调买
000951,中国重汽,0,20260302,20.53,-0.629,20.714,20.645,19.8655,强势回调买,3.0645,强势回调买
688325,赛微微电,1,20260302,111.86,-4.115,111.35,105.168,104.481,强势回调买,3.0626,强势回调买
603876,鼎胜新材,1,20260302,19.96,-2.205,20.052,19.72,18.1785,强势回调买,3.0624,强势回调买
002158,汉钟精机,0,20260302,27.15,-2.303,27.316,27.046,26.1615,强势回调买,3.062,强势回调买
300700,岱勒新材,0,20260302,14.71,-3.032,14.592,14.275,14.2155,强势回调买,3.0617,强势回调买
688162,巨一科技,1,20260302,34.89,-2.351,35.79,35.349,34.57,支撑确认买,3.0605,支撑确认买
603626,科森科技,1,20260302,27.42,-1.331,27.292,27.227,24.6135,强势回调买,3.0593,强势回调买
603338,浙江鼎力,1,20260302,58.37,-1.535,60.174,59.431,58.237,支撑确认买,3.0549,支撑确认买
301326,捷邦科技,0,20260302,147.82,0.0,147.104,143.392,132.461,强势回调买,3.054,强势回调买
600987,航民股份,1,20260302,8.51,-0.468,8.552,8.48,8.0495,强势回调买,3.0527,强势回调买
300511,雪榕生物,0,20260302,7.24,-0.413,7.204,7.106,6.622,强势回调买,3.0501,强势回调买
000935,四川双马,0,20260302,28.81,-0.689,28.542,28.391,27.878,强势回调买,3.0497,强势回调买
002597,金禾实业,0,20260302,27.52,-2.825,27.382,26.722,24.9055,强势回调买,3.0488,强势回调买
002396,星网锐捷,0,20260302,30.4,-2.251,30.246,29.696,29.1815,强势回调买,3.0473,强势回调买
688022,瀚川智能,1,20260302,17.05,-3.563,17.194,16.97,16.471,强势回调买,3.0457,强势回调买
603181,皇马科技,1,20260302,17.56,-0.171,17.47,16.982,16.627,强势回调买,3.0454,强势回调买
300666,江丰电子,0,20260302,157.84,-2.574,157.03,146.677,134.1885,强势回调买,3.0453,强势回调买
002887,绿茵生态,0,20260302,11.45,-3.943,11.51,11.23,10.5435,强势回调买,3.0436,强势回调买
603045,福达合金,1,20260302,30.42,-5.293,30.58,29.461,28.311,强势回调买,3.043,强势回调买
002758,浙农股份,0,20260302,10.85,0.0,10.742,10.542,10.5035,强势回调买,3.0386,强势回调买
601568,北元集团,1,20260302,4.46,0.0,4.436,4.357,4.2585,强势回调买,3.0377,强势回调买
300637,扬帆新材,0,20260302,13.11,-3.176,13.428,13.063,12.947,支撑确认买,3.0377,支撑确认买
605099,共创草坪,1,20260302,44.95,-1.23,44.708,42.752,41.9,强势回调买,3.0376,强势回调买
000680,山推股份,0,20260302,13.5,0.297,13.576,13.374,12.984,强势回调买,3.0372,强势回调买
300407,凯发电气,0,20260302,13.53,-3.701,13.904,13.697,13.425,支撑确认买,3.0366,支撑确认买
603985,恒润股份,1,20260302,17.6,-2.385,17.504,17.317,16.719,强势回调买,3.0355,强势回调买
600281,华阳新材,1,20260302,6.55,-2.963,6.514,6.337,6.268,强势回调买,3.0342,强势回调买
688378,奥来德,1,20260302,39.45,-3.663,39.232,38.247,37.514,强势回调买,3.0333,强势回调买
300604,长川科技,0,20260302,140.2,-2.976,140.986,135.276,131.6745,强势回调买,3.0327,强势回调买
